"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","14/1101","92/18860",0.152173913043478,2.60672116257947,3.84653037550105,0.000867197302334563,0.0180104976986818,0.0151065949054772,"ACTB/ARID1A/SMARCA4/BCL7A/CUL3/SMARCC1/CDC16/IK/ANAPC5/RB1/BUB3/RIOK2/APC/SMARCC2",14
"GO:0010592","GO:0010592","positive regulation of lamellipodium assembly","7/1101","28/18860",0.25,4.28247048138056,4.32788147290777,0.000908230130914498,0.0184806528751004,0.0155009451289799,"CDC42/ABI2/PIK3R1/ARPC2/ACTR2/HSP90AA1/RAC2",7
"GO:0034643","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","7/1101","28/18860",0.25,4.28247048138056,4.32788147290777,0.000908230130914498,0.0184806528751004,0.0155009451289799,"MAP1B/UCHL1/MAPT/LRPPRC/KIF1B/TRAK1/HSBP1",7
"GO:0047497","GO:0047497","mitochondrion transport along microtubule","7/1101","28/18860",0.25,4.28247048138056,4.32788147290777,0.000908230130914498,0.0184806528751004,0.0155009451289799,"MAP1B/UCHL1/MAPT/LRPPRC/KIF1B/TRAK1/HSBP1",7
"GO:1903599","GO:1903599","positive regulation of autophagy of mitochondrion","7/1101","28/18860",0.25,4.28247048138056,4.32788147290777,0.000908230130914498,0.0184806528751004,0.0155009451289799,"CDC37/PARK7/VDAC1/SLC25A4/FBXO7/PINK1/VPS13D",7
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","36/1101","355/18860",0.101408450704225,1.73711478681352,3.49098908821187,0.000910772356571223,0.0184806528751004,0.0155009451289799,"NFAT5/WNK1/N4BP1/ATP1A1/RHOB/CREBBP/CCND2/EP300/PTPN11/KDM1A/RBX1/NMT2/SFRP1/CASP8/CRY2/PARP1/ZBTB1/METTL3/GOT1/RAB11B/TNFRSF10B/YY1/IFI16/XRCC6/MAP3K2/MICU1/PIK3R1/USP15/MAP2K4/TP53/ASIC2/NIPBL/MTCH2/ATR/GNA11/CUL4A",36
"GO:0104004","GO:0104004","cellular response to environmental stimulus","36/1101","355/18860",0.101408450704225,1.73711478681352,3.49098908821187,0.000910772356571223,0.0184806528751004,0.0155009451289799,"NFAT5/WNK1/N4BP1/ATP1A1/RHOB/CREBBP/CCND2/EP300/PTPN11/KDM1A/RBX1/NMT2/SFRP1/CASP8/CRY2/PARP1/ZBTB1/METTL3/GOT1/RAB11B/TNFRSF10B/YY1/IFI16/XRCC6/MAP3K2/MICU1/PIK3R1/USP15/MAP2K4/TP53/ASIC2/NIPBL/MTCH2/ATR/GNA11/CUL4A",36
"GO:1902745","GO:1902745","positive regulation of lamellipodium organization","8/1101","36/18860",0.222222222222222,3.80664042789383,4.19687279410725,0.000918596096619344,0.0185283349507639,0.0155409392376021,"CDC42/ABI2/PIK3R1/ARPC2/ARHGEF7/ACTR2/HSP90AA1/RAC2",8
"GO:0009408","GO:0009408","response to heat","15/1101","103/18860",0.145631067961165,2.49464299886246,3.78719904818564,0.000920119352728646,0.0185283349507639,0.0155409392376021,"CREBBP/EP300/PSIP1/HSP90AB1/PDCD6/DNAJB6/DNAJC7/MAPT/SOD1/HSBP1/VCP/EIF2B1/HSP90AA1/SUMO1/ATR",15
"GO:0006898","GO:0006898","receptor-mediated endocytosis","30/1101","279/18860",0.10752688172043,1.84192278769056,3.52763433086882,0.000936899138153978,0.0187947645290283,0.0157644113357647,"GRK3/MAGI2/RALBP1/WASL/BICD1/HIP1/EZR/PI4KB/ARF1/CALY/CD9/AP2A2/VEGFA/CLTA/LMBRD1/GAS7/TF/CTTN/AAK1/SCRIB/M6PR/PIKFYVE/APP/AP2M1/SORL1/SH3GL3/SNCA/CAV2/CAP1/IGF2R",30
"GO:0009134","GO:0009134","nucleoside diphosphate catabolic process","16/1101","114/18860",0.140350877192982,2.40419395445926,3.74428548520507,0.000949136408972641,0.0189289940420986,0.0158769985008857,"GAPDH/EP300/PFKM/ZBTB7A/UCHL1/GPI/ENO2/ALDOC/RAN/OGDHL/ALDOA/APP/ENO1/PRKAG1/FLCN/MTCH2",16
"GO:0002244","GO:0002244","hematopoietic progenitor cell differentiation","18/1101","136/18860",0.132352941176471,2.26719025484853,3.69279924593965,0.000951524416256976,0.0189289940420986,0.0158769985008857,"EXT1/MED1/HSPA9/SFRP1/PRKDC/ZBTB1/METTL3/VEGFA/HMGB1/PRRC2C/WDR7/RARA/RRS1/CEBPD/SOS2/TP53/FLCN/PYGO1",18
"GO:0097479","GO:0097479","synaptic vesicle localization","11/1101","63/18860",0.174603174603175,2.99093176477373,3.94117859882926,0.000955938818580638,0.0189289940420986,0.0158769985008857,"SYN3/CTBP1/AP3D1/CTNNB1/KIF1B/KIF5C/SNCA/PINK1/RAB27A/AP3M2/DNM3",11
"GO:0048872","GO:0048872","homeostasis of number of cells","37/1101","369/18860",0.100271002710027,1.71763043697649,3.46639117312886,0.000957887160740638,0.0189289940420986,0.0158769985008857,"THRA/MFHAS1/KMT2A/TUBA1A/KRAS/PPP2R1A/P4HTM/EXT1/PRDX1/HNRNPU/PTPN11/ZBTB7A/MED1/HSPA9/GPI/PRKDC/LDB1/NFE2L1/SMAD5/UBAP2/MIF/MTHFD1/VEGFA/HMGB1/SOD1/PACS1/RB1/PRDX2/CYLD/TGFB2/PTPN2/SOS2/MAEA/ACVR1B/MTCH2/RAC2/WDR37",37
"GO:0043266","GO:0043266","regulation of potassium ion transport","14/1101","93/18860",0.150537634408602,2.57869190276679,3.80001372174884,0.000967134425520131,0.0190406837083815,0.0159706800066326,"ANK2/ATP1B1/KCNG1/BIN1/ACTN2/VAMP2/WWP2/ANK3/GNB2/ADORA1/KCNC1/KCNH2/FHL1/SUMO1",14
"GO:0097061","GO:0097061","dendritic spine organization","13/1101","83/18860",0.156626506024096,2.68299355459987,3.82606313283596,0.000995403022369686,0.0195246459498884,0.0163766111282654,"WASL/CAPRIN2/ARF1/KIF1A/PAFAH1B1/CDC42/SHANK1/DVL1/CAMK2B/SIPA1L1/ABI2/CTTN/APP",13
"GO:0032784","GO:0032784","regulation of DNA-templated transcription elongation","15/1101","104/18860",0.144230769230769,2.47065604695032,3.74456528489302,0.00101838842666081,0.0199017900649287,0.0166929468266018,"EAPP/SUPT16H/INTS3/WDR82/HNRNPU/MED1/PPP1R10/LDB1/PARP1/MED8/PPP1CA/CTNNB1/TOX4/NELFE/INTS12",15
"GO:0009154","GO:0009154","purine ribonucleotide catabolic process","18/1101","137/18860",0.131386861313869,2.25064142087154,3.65804555275904,0.00103705784145088,0.0201907536471819,0.0169353196833971,"GAPDH/EP300/PFKM/ZBTB7A/UCHL1/GPI/ENO2/ALDOC/PDE4C/RAN/OGDHL/ALDOA/APP/ENO1/NUDT3/PRKAG1/FLCN/MTCH2",18
"GO:0006605","GO:0006605","protein targeting","33/1101","319/18860",0.103448275862069,1.7720567509161,3.46275468493353,0.0010446122544048,0.0201907536471819,0.0169353196833971,"GGA3/CDC37/SEC62/PITRM1/SRP72/YWHAZ/AP3D1/SYNJ2BP/FIS1/TIMM17A/NACA/HSPA8/ANK3/USP36/TRAK1/VPS53/TIMM23/M6PR/FBXO7/NPEPPS/ADORA1/PIKFYVE/SORL1/PINK1/PMPCA/BNIP3L/VPS8/GOLGA7/OS9/ITGB1BP1/RAC2/VPS13D/LARGE1",33
"GO:0044092","GO:0044092","negative regulation of molecular function","33/1101","319/18860",0.103448275862069,1.7720567509161,3.46275468493353,0.0010446122544048,0.0201907536471819,0.0169353196833971,"GOLGA2/JUN/RSF1/GABBR2/PHB2/PBX1/GAPDH/HNRNPU/CALM1/CALM2/NFIB/RTRAF/ADARB1/PPIA/WWP2/CAND1/RB1/IFI16/ANK3/PTPRF/URI1/PRMT2/TSG101/CYP1B1/CYLD/PRDX3/TP53/RASA4/MT3/SUMO1/ITGB1BP1/ZNF593/APC",33
"GO:0140014","GO:0140014","mitotic nuclear division","30/1101","281/18860",0.106761565836299,1.82881301695967,3.48531705927323,0.00105064361235832,0.0202334857129079,0.0169711618914914,"GOLGA2/STAG2/NSL1/DCTN2/PPP2R1A/KPNB1/HNRNPU/NFIB/CUL3/SMC3/MAP9/BAZ1B/NFE2L1/CDC42/CDC16/CHMP2A/IK/ANAPC5/RB1/RAN/NUMA1/NSFL1C/BUB3/RRS1/AKAP8L/ABRAXAS2/CAV2/NIPBL/APC/L3MBTL1",30
"GO:0034243","GO:0034243","regulation of transcription elongation by RNA polymerase II","14/1101","94/18860",0.148936170212766,2.55125901018417,3.75410248069465,0.00107658226975911,0.0206578974661024,0.0173271440823168,"EAPP/INTS3/WDR82/HNRNPU/MED1/PPP1R10/LDB1/PARP1/MED8/PPP1CA/CTNNB1/TOX4/NELFE/INTS12",14
"GO:0032786","GO:0032786","positive regulation of DNA-templated transcription, elongation","11/1101","64/18860",0.171875,2.94419845594914,3.87919488826933,0.00109451919800619,0.0209262587459956,0.01755223642632,"EAPP/SUPT16H/WDR82/MED1/PPP1R10/LDB1/PARP1/MED8/PPP1CA/CTNNB1/TOX4",11
"GO:2000142","GO:2000142","regulation of DNA-templated transcription initiation","13/1101","84/18860",0.154761904761905,2.65105315514035,3.77609486491061,0.00111596432929177,0.0212389563845353,0.017814516604933,"THRA/JUN/BCLAF1/SUB1/MED1/MED8/HMGB1/TAF9/CAND1/SETX/ZNF451/TP53/CREB1",13
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","15/1101","105/18860",0.142857142857143,2.44712598936032,3.70242435931865,0.00112536877770917,0.0212389563845353,0.017814516604933,"FXR1/CIRBP/PABPC1/HNRNPU/DND1/RBM10/DKC1/LRPPRC/SYNCRIP/NBAS/QKI/DHX9/SRSF1/HNRNPAB/SLIRP",15
"GO:1901379","GO:1901379","regulation of potassium ion transmembrane transport","12/1101","74/18860",0.162162162162162,2.77781869062523,3.81531064899964,0.00112625899559672,0.0212389563845353,0.017814516604933,"ANK2/ATP1B1/KCNG1/BIN1/VAMP2/WWP2/ANK3/GNB2/KCNC1/KCNH2/FHL1/SUMO1",12
"GO:2000629","GO:2000629","negative regulation of miRNA metabolic process","7/1101","29/18860",0.241379310344828,4.13479908547089,4.20645023001283,0.00113755634045425,0.0212389563845353,0.017814516604933,"NFIB/VEGFA/PPARD/YY1/QKI/RARA/APP",7
"GO:0016579","GO:0016579","protein deubiquitination","17/1101","127/18860",0.133858267716535,2.2929763207392,3.64026082020556,0.00114660480986218,0.0212389563845353,0.017814516604933,"PARK7/USP33/USP10/USP2/JOSD1/CREBBP/USP39/TRIM14/UCHL1/USP4/USP34/USP36/CYLD/VCP/USP15/OTUD4/ABRAXAS2",17
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","16/1101","116/18860",0.137931034482759,2.36274233455479,3.6656866741228,0.00114696781079628,0.0212389563845353,0.017814516604933,"MKKS/ACTG1/CUL3/SFRP1/TNFAIP1/WAS/CDC42/TESK1/ALMS1/TPM1/KCTD13/CCDC88A/PIK3R1/SORBS1/FHOD3/ITGB1BP1",16
"GO:0043149","GO:0043149","stress fiber assembly","16/1101","116/18860",0.137931034482759,2.36274233455479,3.6656866741228,0.00114696781079628,0.0212389563845353,0.017814516604933,"MKKS/ACTG1/CUL3/SFRP1/TNFAIP1/WAS/CDC42/TESK1/ALMS1/TPM1/KCTD13/CCDC88A/PIK3R1/SORBS1/FHOD3/ITGB1BP1",16
"GO:0043473","GO:0043473","pigmentation","16/1101","116/18860",0.137931034482759,2.36274233455479,3.6656866741228,0.00114696781079628,0.0212389563845353,0.017814516604933,"DCTN2/MKKS/AP3D1/RAB11B/BACE2/ATP7A/PIKFYVE/ARCN1/LYST/RAB1A/ATRN/FIG4/RAB27A/VPS33B/GNA11/HPS5",16
"GO:0060291","GO:0060291","long-term synaptic potentiation","16/1101","116/18860",0.137931034482759,2.36274233455479,3.6656866741228,0.00114696781079628,0.0212389563845353,0.017814516604933,"FXR1/PRKCZ/NTRK2/CALM1/CALM2/GRIA3/PLK2/VAMP2/SNAP25/CAMK2B/ADORA1/APP/SNCA/NRGN/CREB1/LARGE1",16
"GO:1905168","GO:1905168","positive regulation of double-strand break repair via homologous recombination","9/1101","46/18860",0.195652173913043,3.35149863760218,3.97582091109076,0.00118439726668628,0.0218457935790106,0.0183235110715982,"ACTB/CREBBP/NBN/WAS/PARP1/MORF4L1/RUVBL1/H2AX/ACTR2",9
"GO:0007051","GO:0007051","spindle organization","24/1101","209/18860",0.114832535885167,1.96706778092122,3.50044076296613,0.001196158208543,0.0218457935790106,0.0183235110715982,"GOLGA2/STAG2/TUBB/DCTN2/ATRX/EZR/PPP2R1A/KPNB1/HNRNPU/SMC3/MAP9/PDE4DIP/CHMP2A/PLK2/DYNC1H1/KIZ/RAN/NUMA1/TUBGCP3/VCP/ABRAXAS2/MAP4/MAPRE2/DCTN6",24
"GO:0032007","GO:0032007","negative regulation of TOR signaling","14/1101","95/18860",0.147368421052632,2.52440365218223,3.70878138919018,0.00119623869673585,0.0218457935790106,0.0183235110715982,"UBE2W/CSNK1A1/YWHAZ/PRKACB/CUL3/RBX1/PDCD6/CUL1/ITFG2/USP4/NPRL3/UBE2N/KPTN/FLCN",14
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","14/1101","95/18860",0.147368421052632,2.52440365218223,3.70878138919018,0.00119623869673585,0.0218457935790106,0.0183235110715982,"ACTB/ARID1A/SMARCA4/BCL7A/CUL3/SMARCC1/CDC16/IK/ANAPC5/RB1/BUB3/RIOK2/APC/SMARCC2",14
"GO:0062197","GO:0062197","cellular response to chemical stress","34/1101","335/18860",0.101492537313433,1.73855518050077,3.39601797362401,0.00122856622576018,0.0223590609334225,0.0187540223284788,"NFAT5/WNK1/PARK7/ATP2A2/ATP1A1/RHOB/PRDX1/CUL3/RBX1/NUDT2/CUL1/NFE2L1/PPIA/PARP1/MAPT/SIRPA/TPM1/SOD1/DAPK1/XRCC6/ATP7A/SETX/KDM6B/PRDX2/CYP1B1/MICU1/SNCA/PINK1/USP15/PRDX3/MAP2K4/TP53/MT3/OGG1",34
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","13/1101","85/18860",0.152941176470588,2.61986429449164,3.72684953146983,0.00124846875673342,0.0225800827307226,0.0189394079193133,"HNRNPU/PTGES3/NAT10/CCT3/VEGFA/DKC1/CTNNB1/CCT7/CCT4/CCT2/TP53/HSP90AA1/ATR",13
"GO:0033059","GO:0033059","cellular pigmentation","11/1101","65/18860",0.169230769230769,2.89890309508838,3.81840554284995,0.00124923796074428,0.0225800827307226,0.0189394079193133,"DCTN2/MKKS/AP3D1/RAB11B/BACE2/PIKFYVE/LYST/RAB1A/RAB27A/VPS33B/HPS5",11
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","21/1101","174/18860",0.120689655172414,2.06739954273544,3.52198255442776,0.00126415987577327,0.0226948837359161,0.0190356991106627,"PDGFA/HNRNPU/TERF2IP/RTRAF/ADARB1/SFRP1/FIS1/PRKDC/PPIA/PARP1/RB1/DYNLL1/URI1/TSG101/PRDX3/PTPN2/TP53/FLCN/MTCH2/ITGB1BP1/APC",21
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","21/1101","174/18860",0.120689655172414,2.06739954273544,3.52198255442776,0.00126415987577327,0.0226948837359161,0.0190356991106627,"PDGFA/HNRNPU/TERF2IP/RTRAF/ADARB1/SFRP1/FIS1/PRKDC/PPIA/PARP1/RB1/DYNLL1/URI1/TSG101/PRDX3/PTPN2/TP53/FLCN/MTCH2/ITGB1BP1/APC",21
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","24/1101","210/18860",0.114285714285714,1.95770079148826,3.47491200747085,0.00127772643697546,0.0228171863667036,0.0191382824112516,"MAP1B/HRK/PARK7/SLF2/CSNK1A1/PDE4DIP/MAPT/BIN1/VEGFA/ABCA3/CAND1/NUMA1/CTTN/ARPC2/VCP/SNCA/PINK1/TP53/UNC13B/HSP90AA1/CREB1/SUMO1/ATR/NAV3",24
"GO:0045787","GO:0045787","positive regulation of cell cycle","35/1101","349/18860",0.100286532951289,1.71789646817558,3.3705698055566,0.00129259964899487,0.0228171863667036,0.0191382824112516,"WNK1/SLF2/ATRX/MACROH2A1/USP2/PBX1/CCND2/HNRNPU/PTPN11/CUL3/TCF3/SFPQ/MED1/RAD51C/PPP1R10/PAFAH1B1/CDC42/PKP4/CDC16/ASNS/WIZ/CSPP1/ANAPC5/RB1/DYNC1H1/PKN2/NUMA1/HCFC1/RARA/NSFL1C/APP/TGFB2/SRPK2/FGFR1/CUL4A",35
"GO:0007549","GO:0007549","sex-chromosome dosage compensation","6/1101","22/18860",0.272727272727273,4.67178597968789,4.29057047064202,0.00129682271457284,0.0228171863667036,0.0191382824112516,"SPEN/MACROH2A1/RLIM/HNRNPU/METTL3/SUZ12",6
"GO:0009048","GO:0009048","dosage compensation by inactivation of X chromosome","6/1101","22/18860",0.272727272727273,4.67178597968789,4.29057047064202,0.00129682271457284,0.0228171863667036,0.0191382824112516,"SPEN/MACROH2A1/RLIM/HNRNPU/METTL3/SUZ12",6
"GO:0019430","GO:0019430","removal of superoxide radicals","6/1101","22/18860",0.272727272727273,4.67178597968789,4.29057047064202,0.00129682271457284,0.0228171863667036,0.0191382824112516,"PARK7/PRDX1/SOD1/ATP7A/PRDX2/MT3",6
"GO:0071625","GO:0071625","vocalization behavior","6/1101","22/18860",0.272727272727273,4.67178597968789,4.29057047064202,0.00129682271457284,0.0228171863667036,0.0191382824112516,"NRXN2/EXT1/SHANK1/CNTNAP2/NRXN3/MYH14",6
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","14/1101","96/18860",0.145833333333333,2.49810778080533,3.6640357307626,0.00132683483772811,0.0232679380814837,0.0195163576689182,"ACTB/ARID1A/SMARCA4/BCL7A/CUL3/SMARCC1/CDC16/IK/ANAPC5/RB1/BUB3/RIOK2/APC/SMARCC2",14
"GO:0072523","GO:0072523","purine-containing compound catabolic process","20/1101","163/18860",0.122699386503067,2.10182600313156,3.51774692300465,0.00133248119116069,0.0232898362653037,0.0195347251231479,"GAPDH/EP300/PFKM/ZBTB7A/UCHL1/GPI/ENO2/DNPH1/ALDOC/PDE4C/RAN/OGDHL/ALDOA/APP/ENO1/ACOT7/NUDT3/PRKAG1/FLCN/MTCH2",20
"GO:0044794","GO:0044794","host-mediated activation of viral process","8/1101","38/18860",0.210526315789474,3.60629093168889,4.00429018694998,0.00133845136443863,0.023317231664694,0.0195577034554398,"JUN/PPIB/EP300/SMARCA4/EEF1A1/CHD1/CAV2/IGF2R",8
"GO:0034341","GO:0034341","response to type II interferon","17/1101","129/18860",0.131782945736434,2.25742630026262,3.56812983738137,0.00136539914137676,0.0236743096873767,0.0198572083957564,"CDC37/STX8/ACTG1/GAPDH/CALM1/JAK1/MED1/WAS/EPRS1/CDC42/SIRPA/SYNCRIP/DAPK1/ACTR2/SNCA/PTPN2/TP53",17
"GO:1903432","GO:1903432","regulation of TORC1 signaling","15/1101","107/18860",0.14018691588785,2.401385316662,3.61957692514103,0.00136788873948966,0.0236743096873767,0.0198572083957564,"UBE2W/CSNK1A1/YWHAZ/EP300/PRKACB/CUL3/RBX1/CUL1/ITFG2/USP4/SIK3/NPRL3/UBE2N/KPTN/FLCN",15
"GO:0016052","GO:0016052","carbohydrate catabolic process","22/1101","187/18860",0.117647058823529,2.01528022653203,3.47410882799068,0.00137250100828252,0.0236767600647043,0.0198592636891899,"GAPDH/EP300/PPP1R3D/PFKM/PYGB/ZBTB7A/UCHL1/GPI/ENO2/ALDOC/PPP1CA/HMGB1/RAN/OGDHL/ATG12/ALDOA/APP/TP53/ENO1/PRKAG1/FLCN/MTCH2",22
"GO:0006289","GO:0006289","nucleotide-excision repair","13/1101","86/18860",0.151162790697674,2.5894007561836,3.67830697161633,0.0013938139539635,0.0238887983824941,0.0200371142419553,"ACTB/ERCC3/ARID1A/SMARCA4/BCL7A/RPA2/RBX1/SMARCC1/HMGB1/TP53/CUL4A/SMARCC2/OGG1",13
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","13/1101","86/18860",0.151162790697674,2.5894007561836,3.67830697161633,0.0013938139539635,0.0238887983824941,0.0200371142419553,"ACTB/CREBBP/NBN/TERF2IP/KDM1A/RPA2/WAS/PARP1/MORF4L1/RUVBL1/H2AX/ACTR2/UBQLN4",13
"GO:0006353","GO:0006353","DNA-templated transcription termination","7/1101","30/18860",0.233333333333333,3.99697244928853,4.09036396799309,0.00140990838340746,0.0240092437251637,0.0201381397122338,"WNK1/WDR82/SCAF4/PPP1R10/PPP1CA/SETX/DHX9",7
"GO:0010165","GO:0010165","response to X-ray","7/1101","30/18860",0.233333333333333,3.99697244928853,4.09036396799309,0.00140990838340746,0.0240092437251637,0.0201381397122338,"CCND2/SFRP1/KARS1/XRCC6/XRCC2/TP53/NIPBL",7
"GO:0007623","GO:0007623","circadian rhythm","24/1101","212/18860",0.113207547169811,1.93923191609686,3.42427297462195,0.00145531324893312,0.0247030095075314,0.0207200469315039,"FXR1/TOP1/KMT2A/USP2/NR1D1/KLF9/HNRNPU/EP300/NTRK2/SFPQ/CRY2/PRKDC/PARP1/METTL3/IMPDH2/PPP1CA/JUND/SETX/KDM5A/ADORA1/NRIP1/TP53/CREB1/GNA11",24
"GO:0071478","GO:0071478","cellular response to radiation","22/1101","188/18860",0.117021276595745,2.00456065085899,3.44669936408268,0.00147093757057356,0.0248884516733468,0.020875589533615,"N4BP1/RHOB/CREBBP/CCND2/EP300/KDM1A/RBX1/NMT2/SFRP1/CRY2/PARP1/ZBTB1/METTL3/YY1/IFI16/XRCC6/PIK3R1/TP53/NIPBL/MTCH2/ATR/CUL4A",22
"GO:0007409","GO:0007409","axonogenesis","44/1101","472/18860",0.0932203389830508,1.59685339983682,3.26975460405903,0.00149428893176645,0.025203038798201,0.0211394545492941,"ACTB/LMO4/APLP2/MAP1B/NFASC/L1CAM/USP33/ACTG1/EXT1/PTPN11/NTRK2/FLRT3/NFIB/UCHL1/ADARB1/TUBB3/PAFAH1B1/ABLIM1/LGI1/SLC9A6/MAPT/DAB1/PITPNA/VEGFA/DVL1/RUFY3/POU3F2/NRXN3/ANK3/PALLD/SIPA1L1/TRAK1/CTTN/PTK2/KIF5C/APP/TRIO/TGFB2/SEMA4C/NELL2/MT3/CREB1/ZDHHC17/DISC1",44
"GO:0010586","GO:0010586","miRNA metabolic process","15/1101","108/18860",0.138888888888889,2.37915026743365,3.57884924553757,0.00150470925708982,0.0252664013407552,0.0211926009019691,"KHSRP/JUN/SMARCA4/NFIB/DICER1/VEGFA/PPARD/YY1/QKI/RARA/GNL3/APP/TGFB2/TP53/SND1",15
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","19/1101","153/18860",0.124183006535948,2.12724023911714,3.48581120674594,0.00150758739117799,0.0252664013407552,0.0211926009019691,"GOLGA2/MAP1B/TTBK2/TUBA1A/GAS2L1/CAMSAP2/PDE4DIP/MAPT/NUMA1/TUBGCP3/LRRC49/ARHGEF7/SNCA/PPP2CB/MAP4/APC/NAV3/MAPRE2/RANBP9",19
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","18/1101","142/18860",0.126760563380282,2.17139348351691,3.48867883558045,0.00156974529101572,0.0262251453035307,0.0219967628360827,"COPG1/GOLGA2/RAB2A/CUL3/PDCD6/TRAPPC4/RABGGTB/STX18/COPB1/PEF1/ARF4/ARCN1/SORL1/VCP/TMED3/RAB1A/PGAP1/TRAPPC2L",18
"GO:0044788","GO:0044788","host-mediated perturbation of viral process","12/1101","77/18860",0.155844155844156,2.66959198839308,3.65524903847027,0.00160655510737896,0.0267557102159716,0.022441782698243,"JUN/PPIB/EP300/SMARCA4/EEF1A1/CDC42/CHD1/ZBED1/PHB1/PI4KA/CAV2/IGF2R",12
"GO:0048489","GO:0048489","synaptic vesicle transport","9/1101","48/18860",0.1875,3.21185286103542,3.82034956326559,0.00162390275669261,0.0269598401236491,0.0226129999447049,"AP3D1/CTNNB1/KIF1B/KIF5C/SNCA/PINK1/RAB27A/AP3M2/DNM3",9
"GO:0010639","GO:0010639","negative regulation of organelle organization","36/1101","367/18860",0.0980926430517711,1.68031539323924,3.27705236460169,0.0016367396387107,0.027003654600037,0.0226497500421681,"MAP1B/TTBK2/ADD1/IFI6/ATRX/USP10/MKKS/NBN/HNRNPU/TERF2IP/BAZ1B/NAT10/GAS2L1/WAS/SPTAN1/CAMSAP2/TESK1/PARP1/MAPT/SSH1/SLC25A4/SHANK1/GHITM/IK/CAPZA2/PIK3R1/BUB3/ARHGEF7/SNCA/PINK1/RAD50/TP53/FLCN/MAP4/APC/NAV3",36
"GO:0031346","GO:0031346","positive regulation of cell projection organization","36/1101","367/18860",0.0980926430517711,1.68031539323924,3.27705236460169,0.0016367396387107,0.027003654600037,0.0226497500421681,"MAGI2/MAP1B/TTBK2/L1CAM/WASL/CAPRIN2/EP300/NTRK2/KDM1A/ENC1/NDRG4/PAFAH1B1/CDC42/MAPT/VEGFA/DVL1/RUFY3/CAMK2B/SHOC2/ABI2/TRAK1/SETX/DVL2/CCDC88A/RHOQ/PIK3R1/ARPC2/ARHGEF7/ACTR2/FIG4/FGFR1/HSP90AA1/RAC2/TMEM106B/DISC1/APC",36
"GO:0006275","GO:0006275","regulation of DNA replication","16/1101","120/18860",0.133333333333333,2.2839842567363,3.51325169644388,0.00164837468742936,0.0271111563497698,0.0227399188654851,"ATRX/NBN/SMC3/TNFAIP1/WIZ/RUVBL1/ORC3/YY1/BAZ1A/DYNLL1/KCTD13/DHX9/S100A11/TP53/FGFR1/ATR",16
"GO:0034244","GO:0034244","negative regulation of transcription elongation by RNA polymerase II","6/1101","23/18860",0.260869565217391,4.46866485013624,4.14442347175595,0.00166876123824306,0.0271777329653594,0.0227957610736637,"EAPP/HNRNPU/PPP1R10/PARP1/PPP1CA/NELFE",6
"GO:0071450","GO:0071450","cellular response to oxygen radical","6/1101","23/18860",0.260869565217391,4.46866485013624,4.14442347175595,0.00166876123824306,0.0271777329653594,0.0227957610736637,"PARK7/PRDX1/SOD1/ATP7A/PRDX2/MT3",6
"GO:0071451","GO:0071451","cellular response to superoxide","6/1101","23/18860",0.260869565217391,4.46866485013624,4.14442347175595,0.00166876123824306,0.0271777329653594,0.0227957610736637,"PARK7/PRDX1/SOD1/ATP7A/PRDX2/MT3",6
"GO:0034599","GO:0034599","cellular response to oxidative stress","28/1101","264/18860",0.106060606060606,1.81680565876751,3.32778047011483,0.0016729495745293,0.0271777329653594,0.0227957610736637,"PARK7/ATP2A2/RHOB/PRDX1/CUL3/RBX1/NUDT2/CUL1/NFE2L1/PPIA/PARP1/MAPT/SIRPA/TPM1/SOD1/DAPK1/ATP7A/SETX/KDM6B/PRDX2/CYP1B1/SNCA/PINK1/PRDX3/MAP2K4/TP53/MT3/OGG1",28
"GO:0035264","GO:0035264","multicellular organism growth","21/1101","178/18860",0.117977528089888,2.02094112604476,3.40755404037888,0.00168338978202257,0.0272637072953869,0.0228678734271213,"TBL1XR1/PPIB/ATRX/MKKS/EZR/EXT1/EP300/PTPN11/ADARB1/POU3F2/SOD1/WDTC1/XRCC2/RARA/SGPL1/APP/ATRN/TP53/CREB1/NIPBL/LARGE1",21
