"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006302","GO:0006302","double-strand break repair","41/1101","334/18860",0.122754491017964,2.10276993696531,5.06303649443261,5.50827114153932e-06,0.000331497772336275,0.000278049093508324,"ACTB/RECQL/SLF2/INTS3/CREBBP/DCLRE1C/NBN/POGZ/ARID1A/SMARCA4/TERF2IP/KDM1A/BCL7A/RPA2/SFPQ/ZBTB7A/RAD51C/PRKDC/WAS/SMARCC1/PPP4R3A/PARP1/MORF4L1/RUVBL1/PPP1CA/HMGB1/YY1/XRCC6/XRCC2/SETX/H2AX/UBE2N/VCP/ACTR2/RAD50/UBQLN4/TP53/NIPBL/ATR/SMARCC2/OGG1",41
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","46/1101","395/18860",0.116455696202532,1.99487232550386,4.97547992335614,6.27476410816315e-06,0.000373383715919461,0.000313181603033098,"CYRIA/MAP1B/TTBK2/AKAP13/PFDN5/ADD1/PARK7/MKKS/ACTG1/PFDN2/ARF1/WASHC4/SFRP1/GAS2L1/WAS/SPTAN1/CAMSAP2/CDC42/TESK1/ALMS1/PDE4DIP/MAPT/SSH1/BIN1/TPM1/SHANK1/ACTN2/HSPA8/CAPZA2/ABI2/NUMA1/PFDN6/CTTN/CCDC88A/PIK3R1/ARPC2/APP/ARHGEF7/SNCA/WASHC3/FHOD3/PPP2CB/ITGB1BP1/DSTN/APC/NAV3",46
"GO:0007015","GO:0007015","actin filament organization","52/1101","469/18860",0.110874200426439,1.89926196189159,4.91036424486296,6.65034018555243e-06,0.000391335573585397,0.000328239012667032,"CYRIA/HSP90B1/ADD1/WASL/HIP1/ARPC4/RHOB/ELMO1/MKKS/EZR/PPP1R9A/MARCKS/ACTG1/CUL3/ARPC1A/ARF1/WASHC4/SFRP1/TNFAIP1/GAS2L1/WAS/SPTAN1/CDC42/TESK1/ALMS1/SSH1/BIN1/TPM1/SHANK1/CALD1/MSRB2/ACTN2/RUFY3/CAPZA2/PALM2AKAP2/ABI2/KCTD13/CTTN/CCDC88A/RHOQ/PIK3R1/ARPC2/ALDOA/ACTR2/KPTN/WASHC3/SORBS1/FHOD3/CAP1/ITGB1BP1/RAC2/DSTN",52
"GO:0098930","GO:0098930","axonal transport","15/1101","68/18860",0.220588235294118,3.77865042474756,5.71538648175597,6.76034831425119e-06,0.000393437413981036,0.000330001965137536,"AP3D1/UCHL1/KIF1A/PAFAH1B1/SPG7/MAPT/RUFY3/SOD1/KIF1B/DST/DYNC1H1/TRAK1/HSBP1/KIF5C/AP3M2",15
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","12/1101","45/18860",0.266666666666667,4.5679685134726,5.96648969475056,7.04159366204195e-06,0.000405350869936676,0.000339994568121476,"HNRNPU/PTGES3/NAT10/CCT3/DKC1/CTNNB1/CCT7/CCT4/CCT2/TP53/HSP90AA1/ATR",12
"GO:0006090","GO:0006090","pyruvate metabolic process","22/1101","132/18860",0.166666666666667,2.85498032092038,5.32505757813801,7.73294822476653e-06,0.000440362298907135,0.000369360967838311,"PDHA1/GAPDH/EP300/PFKM/ME3/ZBTB7A/UCHL1/GPI/LDHB/ENO2/ALDOC/PDP1/DLD/RAN/OGDHL/ALDOA/SRR/APP/ENO1/PRKAG1/FLCN/MTCH2",22
"GO:0007033","GO:0007033","vacuole organization","35/1101","270/18860",0.12962962962963,2.22054024960474,5.02965306062753,8.02490550123174e-06,0.000448686294689054,0.000376342853312889,"LAMP1/ATP2A2/CSNK1A1/USP33/YWHAZ/PI4KB/TFEB/EXT1/EP300/RBX1/ATP6V1H/DNAJC16/CASP8/CUL1/ATP6V1A/CHMP2A/RAB14/TPP1/RAB3GAP1/VPS16/NSFL1C/ATG12/MAP1LC3B/PIKFYVE/PIP4K2B/RAB1A/PINK1/IRGQ/FIG4/VPS33B/ATP6AP1/HOOK2/FLCN/GABARAPL2/TMEM106B",35
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","48/1101","423/18860",0.113475177304965,1.94381638871175,4.88828261116779,8.04856457618205e-06,0.000448686294689054,0.000376342853312889,"RBM25/FXR1/KHSRP/U2AF2/HNRNPL/RBM39/CIRBP/NOVA1/SRRM1/SFSWAP/PABPC1/HNRNPU/SRSF7/SRSF5/RBX1/SRSF2/ZBTB7A/SRSF9/SAP18/TRA2A/TIA1/DND1/RBM10/CDK11A/CDK11B/NCL/METTL3/LRPPRC/CELF2/SYNCRIP/SAFB2/SRSF6/NBAS/SRSF4/QKI/RIDA/DHX9/SRSF1/CELF3/HNRNPAB/SLIRP/SRPK2/CNOT8/SON/DAZAP1/CUL4A/FASTK/CLNS1A",48
"GO:0048857","GO:0048857","neural nucleus development","15/1101","69/18860",0.217391304347826,3.72388737511353,5.64394121934444,8.17686214472224e-06,0.000451090228317177,0.0003783591913457,"ACTB/GLUD1/YWHAH/ZNF148/CALM1/CALM2/NFIB/CDC42/COX6B1/HOXB2/DYNLL1/SCRIB/KCNC1/NDUFS3/LARGE1",15
"GO:0007041","GO:0007041","lysosomal transport","22/1101","133/18860",0.165413533834586,2.83351430346985,5.28347617835923,8.76325691869186e-06,0.000478455759189609,0.000401312470937381,"GGA3/SNX27/LAMP1/RHOB/AP3D1/PCDHGA3/CHMP2A/BIN1/HSPA8/TRAK1/EHD3/VPS53/TSG101/VPS16/M6PR/LYST/SORL1/VCP/PINK1/HOOK2/IGF2R/TMEM106B",22
"GO:0006354","GO:0006354","DNA-templated transcription elongation","23/1101","143/18860",0.160839160839161,2.75515583417491,5.245770864779,8.92137458788594e-06,0.000482118365484122,0.000404384540933176,"EAPP/SUPT16H/ERCC3/INTS3/ELOA/PPP2R1A/WDR82/HNRNPU/CUL3/RBX1/MED1/PPP1R10/LDB1/PARP1/MED8/PPP1CA/RTF1/CTNNB1/TOX4/SKIC8/NELFE/USP15/INTS12",23
"GO:0042254","GO:0042254","ribosome biogenesis","39/1101","318/18860",0.122641509433962,2.1008345757716,4.92947955219933,9.46503092069142e-06,0.000500442148885785,0.000419753909265784,"KRR1/ESF1/EIF5B/NVL/DHX30/NOP56/PWP1/SNU13/FAU/NAT10/RPS15/PRKDC/EIF1AX/POP4/WDR46/RBM10/NHP2/ZNHIT6/DKC1/AK6/EXOSC4/USP36/RAN/RPLP0/DDX27/NOL8/ABT1/ISG20L2/RPL7A/MRM3/RRS1/GTF3A/TSR2/RIOK3/RPL35A/ZNF593/RIOK2/CUL4A/EIF5",39
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","49/1101","438/18860",0.111872146118721,1.91635665376847,4.8314438880938,9.57557498385049e-06,0.000500442148885785,0.000419753909265784,"THRA/CYRIA/LMO4/MAP1B/HRK/ADD1/PARK7/SLF2/CSNK1A1/PRKCZ/MKKS/EP300/PTPN11/SPTAN1/CAMSAP2/CDC42/PDE4DIP/MAPT/SSH1/BIN1/VEGFA/HMGB1/ABCA3/CAND1/HSPA8/CAPZA2/RB1/IFI16/NUMA1/CTTN/HCFC1/VPS16/ARPC2/NAPA/ARHGEF7/SORL1/VCP/SNCA/PINK1/TP53/UNC13B/RIOK3/HSP90AA1/VPS8/PPP2CB/CREB1/SUMO1/ATR/NAV3",49
"GO:0001732","GO:0001732","formation of cytoplasmic translation initiation complex","7/1101","15/18860",0.466666666666667,7.99394489857705,6.74704336021267,9.6369455794802e-06,0.000500442148885785,0.000419753909265784,"EIF3C/EIF3CL/EIF3B/EIF3H/EIF3D/EIF3G/EIF5",7
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","9/1101","26/18860",0.346153846153846,5.92957451268078,6.26280028430927,9.6384250729513e-06,0.000500442148885785,0.000419753909265784,"PTGES3/CCT3/DKC1/CTNNB1/CCT7/CCT4/CCT2/HSP90AA1/ATR",9
"GO:1903146","GO:1903146","regulation of autophagy of mitochondrion","13/1101","54/18860",0.240740740740741,4.12386046355165,5.72379441754836,1.00257064127494e-05,0.000510539818864626,0.000428223492528367,"CDC37/PARK7/RBX1/VDAC1/SLC25A4/USP36/CTTN/FBXO7/PINK1/DNM1L/BNIP3L/TP53/VPS13D",13
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","13/1101","54/18860",0.240740740740741,4.12386046355165,5.72379441754836,1.00257064127494e-05,0.000510539818864626,0.000428223492528367,"HNRNPU/PTGES3/NAT10/PARP1/CCT3/DKC1/CTNNB1/CCT7/CCT4/CCT2/TP53/HSP90AA1/ATR",13
"GO:0007005","GO:0007005","mitochondrion organization","47/1101","417/18860",0.112709832134293,1.93070611630587,4.78529315414655,1.19191164487376e-05,0.000601177530595374,0.000504247332467896,"RALBP1/STOML2/HRK/PARK7/NDUFA13/IFI6/SLC25A36/FAM162A/PHB2/MARCKS/TTC19/IMMT/EP300/NDUFA6/HSPA9/SUPV3L1/TMEM135/FIS1/GABPB1/IFIT2/SPG7/PARP1/MAPT/SLC25A4/NDUFS5/LETMD1/NDUFS7/GHITM/PHB1/MTX2/ATP7A/COA1/MYH14/MICU1/NDUFS3/NDUFAF3/SNCA/PINK1/PRDX3/SLIRP/DNM1L/BNIP3L/TP53/PPP2CB/CAV2/MTCH2/VPS13D",47
"GO:0007062","GO:0007062","sister chromatid cohesion","14/1101","63/18860",0.222222222222222,3.80664042789383,5.5559268201647,1.24567222198171e-05,0.000622366046001429,0.000522019540890052,"STAG2/SLF2/ATRX/MACROH2A1/PPP2R5C/PHB2/PPP2R1A/POGZ/SMC3/SFPQ/RAD51C/CTNNB1/RB1/NIPBL",14
"GO:0000423","GO:0000423","mitophagy","18/1101","98/18860",0.183673469387755,3.14630484346327,5.30406226645656,1.30004334302976e-05,0.000643460705110803,0.000539713025832324,"CDC37/PHB2/RBX1/VDAC1/SLC25A4/USP36/ABI2/TIMM23/CTTN/FBXO7/MAP1LC3B/ARHGAP26/PINK1/DNM1L/BNIP3L/TP53/VPS13D/GABARAPL2",18
"GO:0000422","GO:0000422","autophagy of mitochondrion","20/1101","117/18860",0.170940170940171,2.92818494453372,5.20913726897228,1.34408627284123e-05,0.000659100083422884,0.000552830806178361,"CDC37/PARK7/PHB2/RBX1/VDAC1/SLC25A4/USP36/ABI2/TIMM23/CTTN/FBXO7/ATG12/MAP1LC3B/ARHGAP26/PINK1/DNM1L/BNIP3L/TP53/VPS13D/GABARAPL2",20
"GO:0016197","GO:0016197","endosomal transport","37/1101","300/18860",0.123333333333333,2.11268543748108,4.83713024838506,1.40120174555947e-05,0.000680804077475499,0.000571035380614289,"GGA3/SNX27/ANXA8L1/ANXA8/SGSM2/SPAG9/EZR/STX8/AP3D1/NDRG4/CALY/WASHC4/WAS/ALMS1/CHMP2A/RAB6A/RAB14/ACTN2/RAB11B/TMEM50A/VPS35L/ARL1/EHD3/VPS53/TSG101/VPS16/SCRIB/PIKFYVE/LYST/LEPROTL1/SORL1/VCP/WASHC3/ATP6AP1/HOOK2/VPS28/MTMR4",37
"GO:0099111","GO:0099111","microtubule-based transport","31/1101","232/18860",0.133620689655172,2.28890663659996,4.91842523227923,1.41829985073782e-05,0.000682846909955229,0.000572748839245322,"COPG1/MAP1B/BICD1/LAMP1/TUBA1A/HNRNPU/AP3D1/SFPQ/UCHL1/KIF1A/PAFAH1B1/CDC42/SPG7/MAPT/RAB6A/SSX2IP/LRPPRC/RUFY3/SOD1/KIF1B/DST/DYNC1H1/DYNLL1/TRAK1/HSBP1/KIF5C/APP/RAB1A/BICD2/AP3M2/KIFAP3",31
"GO:0000819","GO:0000819","sister chromatid segregation","31/1101","233/18860",0.133047210300429,2.27908300296648,4.89157782145106,1.54652905548827e-05,0.000734680505469524,0.000616225101979923,"ACTB/GOLGA2/STAG2/NSL1/DCTN2/PPP2R1A/KPNB1/HNRNPU/ARID1A/SMARCA4/BCL7A/CUL3/SMC3/MAP9/BAZ1B/SMARCC1/CDC16/CHMP2A/IK/ANAPC5/RB1/RAN/NUMA1/BUB3/RRS1/AKAP8L/ABRAXAS2/NIPBL/RIOK2/APC/SMARCC2",31
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","24/1101","158/18860",0.151898734177215,2.60200738109199,5.03492222089883,1.55370499646123e-05,0.000734680505469524,0.000616225101979923,"PARK7/MFHAS1/YWHAZ/CREBBP/NVL/MARK3/EP300/IFNAR2/JAK1/TESK1/PARP1/TCF7L2/CCT3/CCT7/RAN/CCT4/PIK3R1/IPO7/APP/TGFB2/CCT2/HSP90AA1/FLCN/SUMO1",24
"GO:0060765","GO:0060765","regulation of androgen receptor signaling pathway","10/1101","34/18860",0.294117647058824,5.03820056633007,5.86802631593422,1.59571145145842e-05,0.000747866181143698,0.000627284799734935,"PARK7/EP300/SMARCA4/KDM1A/ZBTB7A/SFRP1/TCF7L2/SAFB2/PHB1/PRMT2",10
"GO:0006352","GO:0006352","DNA-templated transcription initiation","31/1101","234/18860",0.132478632478632,2.26934333201363,4.86486699822462,1.68525389356252e-05,0.000782903914062026,0.000656673262311526,"THRA/JUN/BCLAF1/KMT2A/RSF1/MACROH2A1/ERCC3/INTS3/ELOA/PPP2R1A/EP300/ARID1A/SMARCA4/KDM1A/CUL3/RBX1/SUB1/MED1/MED8/HMGB1/GTF3C1/TAF9/CRCP/CAND1/SETX/ZNF451/TP53/CREB1/INTS12/GTF2E2/OGG1",31
"GO:2000781","GO:2000781","positive regulation of double-strand break repair","18/1101","100/18860",0.18,3.08337874659401,5.20110412725179,1.7348885087633e-05,0.000798953873253079,0.000670135423979964,"ACTB/SLF2/CREBBP/NBN/ARID1A/SMARCA4/BCL7A/PRKDC/WAS/SMARCC1/PARP1/MORF4L1/RUVBL1/H2AX/UBE2N/ACTR2/RAD50/SMARCC2",18
"GO:0006376","GO:0006376","mRNA splice site recognition","12/1101","49/18860",0.244897959183673,4.19507312461769,5.57592131545949,1.81893012780414e-05,0.000817654511887899,0.000685820885706578,"SF1/SFSWAP/PSIP1/SRSF5/SRSF9/LUC7L3/CELF2/SRSF6/LUC7L/SETX/SRSF1/CELF3",12
"GO:1901524","GO:1901524","regulation of mitophagy","12/1101","49/18860",0.244897959183673,4.19507312461769,5.57592131545949,1.81893012780414e-05,0.000817654511887899,0.000685820885706578,"CDC37/RBX1/VDAC1/SLC25A4/USP36/CTTN/FBXO7/PINK1/DNM1L/BNIP3L/TP53/VPS13D",12
"GO:0031122","GO:0031122","cytoplasmic microtubule organization","14/1101","65/18860",0.215384615384615,3.68951303011249,5.40820197108094,1.82181330065657e-05,0.000817654511887899,0.000685820885706578,"EZR/KPNB1/PPFIBP1/PAFAH1B1/CAMSAP2/PDE4DIP/MAPT/DVL1/DYNC1H1/NUMA1/TUBGCP3/CCDC88A/HOOK2/TBCB",14
"GO:0051236","GO:0051236","establishment of RNA localization","25/1101","170/18860",0.147058823529412,2.51910028316504,4.95393142798934,1.84284498873027e-05,0.000820143450446684,0.000687908522993521,"WNK1/FXR1/KHSRP/ZC3H11A/ZC3H11C/DDX39B/NUTF2/KPNB1/SRSF7/AGFG1/POM121/POM121C/RTRAF/METTL3/LRPPRC/NUP50/RAN/QKI/DHX9/KIF5C/SRSF1/AKAP8L/BICD2/DDX25/ATR",25
"GO:0048025","GO:0048025","negative regulation of mRNA splicing, via spliceosome","8/1101","22/18860",0.363636363636364,6.22904797291718,6.11026866660569,2.01409250314809e-05,0.000888886158056022,0.000745567575726747,"U2AF2/SFSWAP/SRSF7/SRSF9/SAP18/RBM10/SRSF6/SRSF4",8
"GO:0048193","GO:0048193","Golgi vesicle transport","38/1101","319/18860",0.119122257053292,2.04055019802459,4.66697567095007,2.37501468434648e-05,0.00103951055936355,0.000871906217306842,"SCAMP1/GGA3/COPG1/GOLGA2/ARF5/LAMP1/SGSM2/RAB2A/CUL3/AP3D1/PDCD6/TRAPPC4/KDELR2/RABGGTB/RAB6A/STX18/RAB14/VAMP2/ANK3/VPS35L/COPB1/EHD3/NBAS/PEF1/NSF/NAPG/ARF4/NAPA/ARCN1/SORL1/VCP/TMED3/RAB1A/BICD2/PGAP1/GOLGA7/TRAPPC2L/GABARAPL2",38
"GO:0006457","GO:0006457","protein folding","30/1101","228/18860",0.131578947368421,2.25393183230556,4.74302429664969,2.6146198513362e-05,0.00113500219120299,0.000952001360883415,"HSP90B1/KHSRP/CDC37/PFDN5/PPIB/MKKS/HSPH1/PFDN2/PPIG/HSP90AB1/CDC123/PTGES3/HSPA9/DNAJB6/PPIA/DNAJC7/CCT3/CCDC47/TTC1/SDF2L1/PDIA6/HSPA8/CCT7/CDC37L1/PFDN6/CCT4/NGLY1/CCT2/HSP90AA1/TBCB",30
"GO:0048488","GO:0048488","synaptic vesicle endocytosis","15/1101","76/18860",0.197368421052632,3.38089774845834,5.17841958818579,2.79152164779495e-05,0.00120053854332238,0.0010069710313286,"ACTB/PARK7/ACTG1/CTBP1/AP3D1/BIN1/AP2A2/CLTA/VAMP2/SCRIB/AMPH/AP2M1/SNCA/AP3M2/DNM3",15
"GO:0009895","GO:0009895","negative regulation of catabolic process","44/1101","394/18860",0.111675126903553,1.91298173787558,4.56002813224315,2.81092861351917e-05,0.00120053854332238,0.0010069710313286,"WNK1/FXR1/GOLGA2/N4BP1/PARK7/CIRBP/CSNK1A1/PABPC1/HNRNPU/EP300/HSP90AB1/RBX1/CUL1/SMARCC1/BSCL2/DND1/RBM10/DKC1/LRPPRC/TAF9/SYNCRIP/EIF3H/PHB1/USP36/NBAS/LZTS1/QKI/RYBP/DHX9/ADORA1/SRSF1/ATRAID/SORL1/HNRNPAB/SNCA/PINK1/SLIRP/KDM4A/UBQLN4/TP53/MT3/FLCN/MTCH2/GABARAPL2",44
"GO:0045739","GO:0045739","positive regulation of DNA repair","22/1101","143/18860",0.153846153846154,2.63536645008035,4.88774700800364,2.83405242504572e-05,0.00120073133144337,0.00100713273546888,"ACTB/FAM168A/SLF2/CREBBP/NBN/ARID1A/SMARCA4/BCL7A/PRKDC/WAS/SMARCC1/PARP1/MORF4L1/RUVBL1/HMGB1/YY1/DHX9/H2AX/UBE2N/ACTR2/RAD50/SMARCC2",22
"GO:0034502","GO:0034502","protein localization to chromosome","20/1101","123/18860",0.16260162601626,2.78534665455646,4.94616747779664,2.86327043156467e-05,0.00120348255599734,0.00100944036935697,"SLF2/ATRX/MACROH2A1/H4C3/NBN/EP300/TERF2IP/RPA2/PRKDC/PARP1/BRD2/TPP1/IK/RB1/GNL3/SPIN1/BUB3/H2AX/VCP/ATR",20
