"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"1280","213682_at",-1.27834340293335,8.86914441854882,-4.56973782885781,0.000117583227699984,0.00412635620956137,1.13991399821457,"NUP50","nucleoporin 50"
"2200","232055_at",1.77460077518912,6.03892746601278,4.56976114767464,0.000117576170427061,0.00412635620956137,1.13997146344905,NA,NA
"1121","212005_at",2.06871906287164,3.64457187307997,4.56868452886706,0.000117902443205645,0.00412659269947332,1.13731833385781,"SZRD1","SUZ RNA binding domain containing 1"
"1382","215021_s_at",-2.57095320924018,7.35823322285423,-4.56895926764632,0.00011781909684994,0.00412659269947332,1.13799537460983,"NRXN3","neurexin 3"
"1638","221004_s_at",-1.28320451727733,10.5810660681089,-4.56847073616521,0.00011796734136766,0.00412659269947332,1.13679148418943,"ITM2C","integral membrane protein 2C"
"2146","230457_at",1.19767543038716,7.57563112259051,4.56874750429095,0.000117883333410805,0.00412659269947332,1.13747352449188,NA,NA
"2536","240239_at",2.52579783680897,5.35080137569145,4.56915337450034,0.000117760246962327,0.00412659269947332,1.13847371459497,NA,NA
"802","207365_x_at",1.79083749261416,10.0517409673297,4.56783445670124,0.000118160699429447,0.0041307137092743,1.13522350613773,"USP34","ubiquitin specific peptidase 34"
"2575","241320_at",3.01221000981537,3.28623267595696,4.56729584797147,0.0001183246239747,0.00413380116026627,1.13389622470677,NA,NA
"470","201574_at",-1.49600336777377,8.9230773327836,-4.56476859835554,0.000119096827660439,0.00414225130555631,1.12766847209464,"ETF1","eukaryotic translation termination factor 1"
"837","208325_s_at",1.84415543734779,6.21625373662893,4.56531610309474,0.000118929110835141,0.00414225130555631,1.12901764289436,"AKAP13","A-kinase anchoring protein 13"
"1747","223004_s_at",-1.20583401029174,9.25417372367226,-4.56531659391976,0.00011892896058692,0.00414225130555631,1.12901885239722,NA,NA
"1996","227062_at",2.86643281354171,7.8867328558588,4.56508263077678,0.000119000601398871,0.00414225130555631,1.12844231542726,NA,NA
"2470","239061_at",2.03264903278141,3.89006471388424,4.56493041439881,0.000119047234051748,0.00414225130555631,1.12806722128421,NA,NA
"2630","242608_x_at",1.33446529539056,9.91560736035956,4.56478529365691,0.000119091709905972,0.00414225130555631,1.12770961284343,NA,NA
"2665","243051_at",2.43496624886798,4.54716335959146,4.56564856742939,0.000118827382413621,0.00414225130555631,1.12983691085145,NA,NA
"187","1560348_at",2.8839476213132,3.83444356450249,4.56312473839551,0.000119601811835476,0.00415389693959787,1.12361768680292,NA,NA
"2201","232063_x_at",1.20859930616322,6.9235901971236,4.56306643771258,0.00011961976069845,0.00415389693959787,1.12347402396952,NA,NA
"2428","238277_at",2.32519530333375,5.83664276893247,4.56269052352802,0.000119735556960334,0.00415389693959787,1.1225477092363,NA,NA
"2737","244154_at",1.40948157572908,7.30228712183971,4.56280026004765,0.00011970174225141,0.00415389693959787,1.12281811781876,NA,NA
"292","200029_at",-0.993323193884754,10.8659533868808,-4.56151505128926,0.000120098371593834,0.00415841120855831,1.1196511733595,"RPL19","ribosomal protein L19"
"428","201226_at",-1.90360104763726,10.1153995807504,-4.56128370208479,0.00012016990781019,0.00415841120855831,1.11908109898059,"NDUFB8","NADH:ubiquinone oxidoreductase subunit B8"
"1908","225523_at",-1.10461630624709,7.66328866059331,-4.56158901484735,0.000120075510067,0.00415841120855831,1.11983342941419,NA,NA
"2442","238593_at",1.42256777887255,7.15627822796713,4.56174087540759,0.000120028584847098,0.00415841120855831,1.12020763447201,NA,NA
"2765","244815_at",1.96257769618716,3.20733923761885,4.56072331784176,0.000120343362510161,0.00416177947200698,1.1177002451144,NA,NA
"1190","212573_at",-1.35857072052513,8.14344050772417,-4.56034559177732,0.000120460420484777,0.00416319436789201,1.11676948721341,"ENDOD1","endonuclease domain containing 1"
"42","1554565_x_at",2.70360000166198,5.06883784408533,4.55936655722105,0.000120764354903916,0.00416936519374708,1.11435705645594,NA,NA
"243","1565620_at",1.69760640727098,6.47550558217929,4.55878069810953,0.000120946597091134,0.00416936519374708,1.11291345730013,NA,NA
"346","200812_at",-1.96295474679614,8.96900690500024,-4.55854415114111,0.000121020257201218,0.00416936519374708,1.1123305908982,"CCT7","chaperonin containing TCP1 subunit 7"
"2290","234762_x_at",1.90962511262864,10.8229902232409,4.55884673807329,0.000120926040418728,0.00416936519374708,1.11307618411466,NA,NA
"2653","242911_at",2.64134168551727,5.77661810250978,4.55927280670379,0.000120793499264982,0.00416936519374708,1.11412604784101,NA,NA
"621","203139_at",-1.30351419122618,10.2248342389847,-4.55717577535411,0.000121447246360172,0.0041814409286791,1.10895885539117,"DAPK1","death associated protein kinase 1"
"219","1563076_x_at",2.84382235688679,2.97176445102131,4.55682375558344,0.000121557334126994,0.00418259738413681,1.10809147142251,NA,NA
"656","203517_at",-1.37828830591745,8.72976202930205,-4.55448784849053,0.000122290376760488,0.00420253070356988,1.10233582710755,"MTX2","metaxin 2"
"2380","236700_at",2.49944275187768,4.81697038817362,4.55471401888422,0.000122219208409735,0.00420253070356988,1.1028931019575,NA,NA
"999","209991_x_at",-1.31685529462785,7.81831838778754,-4.55400784695504,0.000122441554599018,0.00420508291312895,1.10115312672365,"GABBR2","gamma-aminobutyric acid type B receptor subunit 2"
"2652","242907_at",2.35864289611442,4.89621426757328,4.55363678472084,0.000122558549650124,0.00420645869561866,1.10023885147979,NA,NA
"1556","218695_at",-2.01850350323357,4.58647872591391,-4.55214395662331,0.000123030364479032,0.0042200032483633,1.09656064745955,"EXOSC4","exosome component 4"
"1388","215127_s_at",1.47832649056012,8.37986231209091,4.55118577691801,0.000123334157099113,0.00422256618263922,1.09419980262646,"RBMS1","RNA binding motif single stranded interacting protein 1"
"2083","229039_at",-1.63743855380707,12.2789943518915,-4.55117752897276,0.000123336775375854,0.00422256618263922,1.09417948073852,NA,NA
"2453","238718_at",2.83481983440084,5.64332457545504,4.55128299579294,0.000123303299546374,0.00422256618263922,1.09443933770012,NA,NA
"900","208965_s_at",2.80432629415362,5.88314604452328,4.55070722143792,0.000123486164491547,0.00422503507107342,1.09302070570104,"IFI16","interferon gamma inducible protein 16"
"827","207950_s_at",2.44887394402861,5.66828721788217,4.55013145518266,0.000123669297800171,0.00422865469494955,1.09160210222897,"ANK3","ankyrin 3"
"1471","217520_x_at",1.31093168728466,7.84302789177997,4.54937183323157,0.000123911325073125,0.00423428231148318,1.08973051848607,"LOC283683","uncharacterized LOC283683"
"340","200792_at",-1.5218107550687,10.0481835617455,-4.548369282524,0.000124231477741968,0.00423463593861727,1.08726042118282,"XRCC6","X-ray repair cross complementing 6"
"364","200906_s_at",1.83826926974391,6.61441067040305,4.54878436594343,0.000124098825657096,0.00423463593861727,1.08828310585797,"PALLD","palladin, cytoskeletal associated protein"
"1709","222474_s_at",-2.51015145250186,6.23051541911352,-4.54848200336698,0.000124195440484888,0.00423463593861727,1.08753814293317,NA,NA
"2750","244443_at",1.94728494527858,5.71781764454268,4.54881949143413,0.000124087606772042,0.00423463593861727,1.08836964843015,NA,NA
"2120","229965_at",2.16340507816592,5.57201678770156,4.5481083168161,0.000124314949507035,0.00423484103694527,1.0866174548295,NA,NA
"644","203404_at",-1.38022445453139,8.73622947734582,-4.54733289407116,0.000124563304797901,0.0042380203421439,1.08470698165207,"ARMCX2","armadillo repeat containing X-linked 2"
"807","207598_x_at",1.46654927364469,7.63394900211018,4.54735006276812,0.000124557800581389,0.0042380203421439,1.08474928142039,"XRCC2","X-ray repair cross complementing 2"
"1583","219343_at",-1.39892832359036,7.33799268249649,-4.54637728024768,0.000124870054285225,0.00424581481221685,1.08235257856394,"CDC37L1","cell division cycle 37 like 1, HSP90 cochaperone"
"1764","223156_at",-2.25100420004537,7.45153569374089,-4.54426002457282,0.000125552378546115,0.00426636189994333,1.07713625491248,NA,NA
"273","1569253_at",2.60014381778892,2.92534756078803,4.54292265910983,0.000125985286967996,0.00427575764430488,1.07384142343758,NA,NA
"1877","225187_at",-1.6174351836737,6.77872790378967,-4.54300283551435,0.000125959291707171,0.00427575764430488,1.07403895054636,NA,NA
"662","203707_at",-0.924622236707,8.00982693760759,-4.54166686230633,0.00012639314875806,0.00428388008600704,1.07074759425483,"ZNF263","zinc finger protein 263"
"1959","226365_at",1.91167146476119,7.00288728162464,4.54134852224544,0.000126496749669877,0.00428388008600704,1.06996332623572,NA,NA
"1974","226734_at",-0.990029725013657,7.82785156133116,-4.54167439507197,0.000126390698313961,0.00428388008600704,1.07076615213834,NA,NA
"2209","232174_at",1.43992106279428,8.39690734643807,4.5412217758694,0.000126538021744881,0.00428388008600704,1.06965107245977,NA,NA
"552","202254_at",-1.16166746451849,10.2211414922488,-4.54051850951323,0.000126767268936673,0.00428898541405481,1.06791850559511,"SIPA1L1","signal induced proliferation associated 1 like 1"
"625","203173_s_at",-0.867168660189691,8.78167688439319,-4.54023086246908,0.000126861154160003,0.00428950748528026,1.06720986226508,"VPS35L","VPS35 endosomal protein sorting factor like"
"314","200640_at",-1.89065941036458,11.2960112624097,-4.53842566600336,0.000127451940611794,0.00430415988446561,1.06276265649362,"YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"2364","236437_at",1.20628452322793,7.25571982571585,4.53861708531555,0.000127389164803954,0.00430415988446561,1.06323422479526,NA,NA
"517","201970_s_at",-2.77456963547349,7.13566567123686,-4.53789409463309,0.000127626431106601,0.00430663722223926,1.06145311675128,"NASP","nuclear autoantigenic sperm protein"
"594","202777_at",-1.24481081136741,8.73963643087062,-4.53772242360932,0.000127682833786005,0.00430663722223926,1.06103020243131,"SHOC2","SHOC2 leucine rich repeat scaffold protein"
"444","201359_at",-1.24487192684981,8.13879360734653,-4.53693954052785,0.000127940366603843,0.00431266309745076,1.05910156772062,"COPB1","coat protein complex I subunit beta 1"
"1123","212017_at",-0.980765346934463,10.5301172218727,-4.53613830841737,0.000128204472633644,0.00431890298289865,1.05712774769298,"FAM168B","family with sequence similarity 168 member B"
"59","1555284_at",2.42877798219458,5.71741214357639,4.53576258590318,0.000128328507599011,0.00432041942917235,1.05620216858311,NA,NA
"1779","223303_at",2.00241130993744,4.13273112636662,4.53491461306121,0.000128608884353277,0.00432719430893256,1.05411323196752,NA,NA
"1893","225381_at",-1.09061832754698,8.85978955021842,-4.53278512359096,0.000129315686781103,0.00434829961547159,1.04886743515901,NA,NA
"1253","213333_at",-1.28181516348141,9.14238835944825,-4.53165263288246,0.000129693152557483,0.0043583116878183,1.0460777030031,"MDH2","malate dehydrogenase 2"
"1894","225393_at",2.68690441413862,5.69261473733449,4.53065027140446,0.000130028163410649,0.00436688564771327,1.04360855633924,NA,NA
"2222","232464_at",2.1758057565485,4.62806459665987,4.5294885476634,0.000130417518013927,0.00437727304936245,1.04074688376501,NA,NA
"2626","242446_at",2.32673152257196,4.95754534912686,4.52892737744326,0.00013060601246447,0.00438091026472081,1.03936456774558,NA,NA
"1317","214415_at",2.27959026135687,7.46120647267682,4.5276256646641,0.000131044299905961,0.00438877029820587,1.03615812738963,"PLGLB2","plasminogen like B2"
"1318","214415_at",2.27959026135687,7.46120647267682,4.5276256646641,0.000131044299905961,0.00438877029820587,1.03615812738963,"PLGLB1","plasminogen like B1"
"1708","222469_s_at",-1.14245079226565,9.35000466041634,-4.52751641706203,0.00013108115037897,0.00438877029820587,1.03588902576544,NA,NA
"2560","240830_at",1.42945168497912,5.82914197847227,4.52777136601239,0.000130995169264736,0.00438877029820587,1.03651702339674,NA,NA
"2310","235327_x_at",1.35311919909249,10.194712934761,4.52572560973575,0.000131686687607745,0.00440634617194215,1.03147791048717,NA,NA
"167","1559369_at",1.05155569054575,6.08093899185574,4.52494069358983,0.00013195297614129,0.00441042494950616,1.02954453507384,NA,NA
"1163","212336_at",1.35780952589368,7.25159626124352,4.52489081169609,0.000131969917099078,0.00441042494950616,1.02942166851119,"EPB41L1","erythrocyte membrane protein band 4.1 like 1"
"981","209534_x_at",1.01874408174008,7.92488725018122,4.52408678189212,0.000132243282666884,0.00441686101393517,1.02744123295365,"AKAP13","A-kinase anchoring protein 13"
"792","207081_s_at",-1.08766799120076,9.89027983034777,-4.52333606261965,0.000132499033407144,0.00442270125246373,1.02559212569707,"PI4KA","phosphatidylinositol 4-kinase alpha"
"1194","212629_s_at",1.37755535258756,8.7377166642009,4.52001125041968,0.000133637662091385,0.00445798607373182,1.01740293443119,"PKN2","protein kinase N2"
"1821","224567_x_at",1.49785815804483,13.8759248182489,4.51923658556896,0.000133904357354993,0.00446415898681966,1.01549494061863,NA,NA
"2589","241762_at",3.08142541576573,6.6880283264784,4.51783351960967,0.000134388747092905,0.00447757754253782,1.01203924547365,NA,NA
"401","201071_x_at",-1.33466814480851,10.3464310749463,-4.5171032591154,0.000134641551656021,0.00448326847551337,1.01024066672182,"SF3B1","splicing factor 3b subunit 1"
"341","200793_s_at",-1.26870977204649,9.17936313482253,-4.51665371820068,0.000134797411638201,0.00448572640372405,1.00913348802355,"ACO2","aconitase 2"
"864","208716_s_at",-1.6547956143111,8.08561807673394,-4.51603741865497,0.000135011381202809,0.00448738435699913,1.00761560785712,"TMCO1","transmembrane and coiled-coil domains 1"
"2673","243236_at",2.69322401343199,4.34901844019749,4.51615440029896,0.000134970740945538,0.00448738435699913,1.0079037203023,NA,NA
"592","202759_s_at",-1.06329617623147,7.38699801425159,-4.51472836577953,0.000135466989714368,0.00449979201861061,1.00439158845418,"PALM2AKAP2","PALM2 and AKAP2 fusion"
"1097","211746_x_at",-1.4217590574817,10.2678591180182,-4.51340813962824,0.000135928041862504,0.0045123653241241,1.00114010401436,"PSMA1","proteasome 20S subunit alpha 1"
"1512","217985_s_at",2.29512847594868,4.56983127985462,4.51247800705802,0.000136253805107082,0.00452043494795493,0.998849383607175,"BAZ1A","bromodomain adjacent to zinc finger domain 1A"
"329","200703_at",-1.29460013326883,12.3593483607049,-4.51178702355683,0.000136496314946785,0.00452573439643146,0.997147654273015,"DYNLL1","dynein light chain LC8-type 1"
"1613","220370_s_at",2.23124570775339,6.98954108846126,4.51094086109446,0.000136793873958766,0.00453285155072457,0.995063775975852,"USP36","ubiquitin specific peptidase 36"
"1433","216113_at",2.869704429099,3.34166400566489,4.51065242656784,0.000136895451934444,0.00453346991793804,0.994353441774425,"ABI2","abl interactor 2"
"686","204156_at",-1.6853953459667,6.01206144770443,-4.50944993280923,0.000137319746166712,0.0045368879311909,0.991392061346479,"SIK3","SIK family kinase 3"
"948","209174_s_at",-0.999351104285852,8.46155478930267,-4.50932488916897,0.000137363942515567,0.0045368879311909,0.991084119072976,"QRICH1","glutamine rich 1"
"1116","211985_s_at",-1.79150690087188,11.6501102737834,-4.50999484179934,0.000137127315176882,0.0045368879311909,0.992734002677497,"CALM1","calmodulin 1"
"1117","211985_s_at",-1.79150690087188,11.6501102737834,-4.50999484179934,0.000137127315176882,0.0045368879311909,0.992734002677497,"CALM2","calmodulin 2"
"1600","219961_s_at",-1.68066000010076,7.28165036623541,-4.50975377196453,0.000137212414158928,0.0045368879311909,0.99214032151917,"KIZ","kizuna centrosomal protein"
"1723","222617_s_at",1.22750541386119,8.34170884293299,4.50918455440481,0.000137413560385041,0.0045368879311909,0.990738520263385,NA,NA
"482","201658_at",0.961461125679689,10.509386383766,4.50878221135594,0.000137555915189281,0.00453884711102833,0.989747683829545,"ARL1","ARF like GTPase 1"
"132","1558048_x_at",-3.24079581655406,7.15132501675028,-4.50803766568304,0.000137819734676726,0.00454469023551992,0.987914130167196,NA,NA
"2345","236037_at",1.18828460969831,7.13757064361549,4.50781355854653,0.000137899242811661,0.00454469023551992,0.987362236675056,NA,NA
"674","203896_s_at",2.45886658910665,4.86095278730845,4.50738536598325,0.000138051283186033,0.00454696018566045,0.986307760216124,"PLCB4","phospholipase C beta 4"
"587","202698_x_at",-1.16744860085951,11.9410761815769,-4.50515022071106,0.000138847647831803,0.00456768660962925,0.980803536602171,"COX4I1","cytochrome c oxidase subunit 4I1"
"2002","227152_at",3.11853898711292,5.66734836011636,4.50537817105642,0.000138766221355459,0.00456768660962925,0.981364875233202,NA,NA
"335","200750_s_at",-2.81825165512945,8.52904112017475,-4.50361006479112,0.000139399060458871,0.00458306892999927,0.977010872565612,"RAN","RAN, member RAS oncogene family"
"2274","234103_at",1.55782584597099,7.41741964948474,4.50235874172531,0.000139848673178069,0.00459508786418924,0.973929521239771,NA,NA
"461","201522_x_at",-1.17147848617094,12.36078687081,-4.50114755888902,0.00014028524177808,0.00460666402055045,0.970947062439289,"SNRPN","small nuclear ribonucleoprotein polypeptide N"
"462","201522_x_at",-1.17147848617094,12.36078687081,-4.50114755888902,0.00014028524177808,0.00460666402055045,0.970947062439289,"SNURF","SNRPN upstream open reading frame"
"2797","51774_s_at",1.12387750484559,9.17133292054625,4.50009141246682,0.000140667038005364,0.00461642875326726,0.968346409616934,"UBE2D4","ubiquitin conjugating enzyme E2 D4"
"360","200883_at",-2.51672748303373,7.44209729163123,-4.49797283127849,0.000141436033641293,0.00461948335683255,0.963129729531179,"UQCRC2","ubiquinol-cytochrome c reductase core protein 2"
"1376","214924_s_at",1.1949497837617,8.04761214974609,4.49830883491175,0.000141313792748134,0.00461948335683255,0.963957076929554,"TRAK1","trafficking kinesin protein 1"
"1544","218491_s_at",-1.62381638040559,9.08191910230909,-4.49846810823211,0.000141255884649142,0.00461948335683255,0.964349259603228,"THYN1","thymocyte nuclear protein 1"
"1567","218935_at",-1.12389515437599,10.7304338281806,-4.49883486850159,0.000141122629144893,0.00461948335683255,0.96525234574262,"EHD3","EH domain containing 3"
"1702","222408_s_at",-0.892158729547106,9.12213252871765,-4.49879183894209,0.000141138256633305,0.00461948335683255,0.965146392383184,NA,NA
"2085","229065_at",-1.04831816867835,8.48256234693837,-4.49872891404651,0.000141161112826022,0.00461948335683255,0.964991450072668,NA,NA
"2089","229187_at",2.03854785103957,6.47484930082015,4.49935428647331,0.000140934122978367,0.00461948335683255,0.966531333625718,NA,NA
"2160","230876_at",1.62092360719692,7.20678029841805,4.49819797558149,0.000141354112625124,0.00461948335683255,0.963684105725029,NA,NA
"190","1560758_at",2.51525487569709,3.19178502508664,4.49700821349074,0.000141787556328213,0.00462819978641495,0.96075455560648,NA,NA
"1501","217867_x_at",2.73538496261169,5.17703226556296,4.49542090968125,0.000142367895265866,0.00464437033034679,0.956846211802402,"BACE2","beta-secretase 2"
"1223","212961_x_at",-1.28851784757805,8.44354444485866,-4.4945632170122,0.00014268246492613,0.00465185675005139,0.954734390194678,"EOLA2","endothelium and lymphocyte associated ASCH domain 2"
"312","200636_s_at",-1.15901065721244,10.1952730486419,-4.49380894848401,0.000142959675730291,0.00465811696695687,0.952877241103612,"PTPRF","protein tyrosine phosphatase receptor type F"
"881","208804_s_at",-1.13165841270171,9.73298311549878,-4.49099107583797,0.00014400007168995,0.00468364302180131,0.945939284831783,"SRSF6","serine and arginine rich splicing factor 6"
"1462","217187_at",2.4897897045734,4.28555800518006,4.49113305693008,0.000143947470057752,0.00468364302180131,0.946288853695193,"MUC5AC","mucin 5AC, oligomeric mucus/gel-forming"
"2350","236210_at",2.74550371412122,5.48269173727299,4.49126093883923,0.000143900108353932,0.00468364302180131,0.946603709821177,NA,NA
"1664","221707_s_at",2.42301280127749,4.76610322593635,4.49010518658075,0.000144328712480757,0.00469036631030792,0.9437581697056,"VPS53","VPS53 subunit of GARP complex"
"2729","244022_at",2.02172844768086,4.65681198945351,4.48997154740259,0.000144378353914005,0.00469036631030792,0.943429143950022,NA,NA
"1521","218119_at",-1.84261565830765,5.61764643546636,-4.48872076633432,0.000144843794292214,0.00469990175247882,0.940349693387119,"TIMM23","translocase of inner mitochondrial membrane 23"
"1635","220945_x_at",0.961859471823487,8.6009546506585,4.48876600421097,0.000144826934311307,0.00469990175247882,0.940461069105608,"MANSC1","MANSC domain containing 1"
"1716","222562_s_at",1.40936365392844,6.74993432166175,4.4862293330099,0.000145775372803991,0.00472640144186813,0.934215889334214,NA,NA
"2662","243005_at",1.56070472522859,6.88280250266689,4.48607476318401,0.000145833365019324,0.00472640144186813,0.93383535196679,NA,NA
"1407","215550_at",2.6191654653572,4.9148738649076,4.48490634169437,0.0001462724842067,0.00473782468838941,0.930958827393101,"SRGAP3","SLIT-ROBO Rho GTPase activating protein 3"
"213","1562416_at",2.67832146485894,5.073140253763,4.48229164522306,0.000147259932402918,0.00474451196471983,0.924521905740182,NA,NA
"665","203752_s_at",1.39130900241898,11.0439423571797,4.48235550934284,0.000147235734847744,0.00474451196471983,0.92467912509376,"JUND","JunD proto-oncogene, AP-1 transcription factor subunit"
"853","208678_at",-1.56443068021115,11.20565810657,-4.48286082470378,0.000147044415134529,0.00474451196471983,0.925923104915965,"ATP6V1E1","ATPase H+ transporting V1 subunit E1"
"1085","211563_s_at",-2.04722563043475,4.96600591559827,-4.48284293946517,0.000147051182507974,0.00474451196471983,0.925879075078708,"URI1","URI1 prefoldin like chaperone"
"1110","211972_x_at",-1.59043691827428,10.2467882161985,-4.48346217578596,0.000146817058170216,0.00474451196471983,0.927403516072606,"RPLP0","ribosomal protein lateral stalk subunit P0"
"1312","214250_at",2.94109000650681,5.57658599279551,4.48252375301831,0.000147172007786982,0.00474451196471983,0.925093304537961,"NUMA1","nuclear mitotic apparatus protein 1"
"1925","225780_at",-1.05978053885603,8.76805227296985,-4.48234825107217,0.000147238484743018,0.00474451196471983,0.924661256827705,NA,NA
"2438","238510_at",0.979090613666465,8.06378784246773,4.4827299689858,0.000147093935187713,0.00474451196471983,0.925600964883937,NA,NA
"2504","239758_at",1.68614191452173,7.00053451711652,4.48241412578884,0.000147213529082331,0.00474451196471983,0.924823425959756,NA,NA
"2755","244610_x_at",1.69468770865006,7.9762027001959,4.48155229984427,0.000147540352955199,0.00475074723075705,0.92270181118645,NA,NA
"1697","222378_at",2.51678350206635,7.34464902235852,4.4809410356676,0.000147772596936919,0.00475456958777469,0.921197036972271,NA,NA
"2550","240588_at",2.31163400428692,4.04890072224273,4.48078225932589,0.000147832982153031,0.00475456958777469,0.920806172863644,NA,NA
"727","205197_s_at",2.05189388021899,5.26289103241166,4.4792673875608,0.000148410352046735,0.00477033274435935,0.917077015992533,"ATP7A","ATPase copper transporting alpha"
"1594","219723_x_at",1.83773120124218,6.14682603374607,4.47789413076871,0.000148935691765798,0.00478440596198298,0.91369654281631,"AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3"
"606","202916_s_at",-1.20432006020757,7.83871723251761,-4.47766083883742,0.000149025121859738,0.00478446772617802,0.913122267160943,"FAM20B","FAM20B glycosaminoglycan xylosylkinase"
"2770","244881_at",1.29417155020227,8.88566225086528,4.47585795705512,0.000149718047778476,0.00480389334641325,0.908684326323915,NA,NA
"2707","243719_at",2.50688504601649,4.66126419159821,4.47539742611082,0.000149895564751156,0.00480676833007006,0.907550710486768,NA,NA
"767","206188_at",1.23168896801457,8.08249550136697,4.47483868826341,0.000150111218696227,0.00481086218183833,0.90617536458629,"ZNF623","zinc finger protein 623"
"726","205194_at",1.15789550705028,7.48322859204236,4.47429957449766,0.000150319591855875,0.0048118991128337,0.904848334495453,"PSPH","phosphoserine phosphatase"
"1795","223662_x_at",1.5482091830065,9.68118924234878,4.47445851953657,0.000150258127937981,0.0048118991128337,0.905239577075222,NA,NA
"1604","220143_x_at",-1.61106783468809,8.69928203763194,-4.47393796671267,0.000150459518766719,0.00481356008693409,0.903958241780793,"LUC7L","LUC7 like"
"2426","238170_at",2.35557611778692,4.83231808651566,4.47298990623335,0.00015082699539072,0.0048224947210454,0.901624626135873,NA,NA
"2663","243025_at",2.20677624105313,5.69417344816032,4.4725987992135,0.000150978852714148,0.00482452879727997,0.9006619402556,NA,NA
"535","202128_at",-1.25794367404309,8.32252757757034,-4.47087525756567,0.000151649881376259,0.00484303266722845,0.896419614957234,"AREL1","apoptosis resistant E3 ubiquitin protein ligase 1"
"1213","212831_at",1.79953780135286,5.96453558300799,4.47004345592284,0.00015197479150394,0.00484303266722845,0.894372257367615,"MEGF9","multiple EGF like domains 9"
"1662","221702_s_at",-1.22474137143734,11.3666910814116,-4.47007206053077,0.000151963606732341,0.00484303266722845,0.894442662987282,"TM2D3","TM2 domain containing 3"
"1676","221952_x_at",-1.16017847024691,8.59073450394944,-4.46997693352656,0.000152000805797239,0.00484303266722845,0.894208523356125,"TRMT5","tRNA methyltransferase 5"
"2561","240851_at",2.56288759686362,4.63664859728133,4.47028298721891,0.000151881157021384,0.00484303266722845,0.894961825871324,NA,NA
"1680","222029_x_at",-0.998578023906519,7.97269936108465,-4.46962887658772,0.000152136989630669,0.00484454857778498,0.893351840714017,"PFDN6","prefoldin subunit 6"
"724","205134_s_at",1.84059775126004,6.15996983538105,4.46763827795212,0.000152918191048149,0.00486131557088887,0.888452408451063,"NUFIP1","nuclear FMR1 interacting protein 1"
"1725","222620_s_at",1.34563498027105,9.27130177521406,4.46760756645283,0.000152930274932398,0.00486131557088887,0.888376819821337,NA,NA
"2174","231533_at",1.88820137112594,6.25930796486486,4.46771801581124,0.0001528868214796,0.00486131557088887,0.88864866329584,NA,NA
"2234","232778_at",2.00941243106389,6.42613369400831,4.46716048133275,0.000153106294965774,0.00486408290369187,0.887276436233103,NA,NA
"2311","235374_at",1.29543353438441,8.33049259628315,4.46671047090495,0.000153283670817511,0.00486689007081733,0.886168860265853,NA,NA
"410","201112_s_at",-1.60622808899531,8.53722050902232,-4.46596867107316,0.000153576505818343,0.00486770751050314,0.884343142004496,"CSE1L","chromosome segregation 1 like"
"2477","239185_at",1.73149224772186,5.66361245850432,4.46641884849606,0.00015339872599614,0.00486770751050314,0.885451116542987,NA,NA
"2615","242260_at",2.20556326702418,4.84867621207918,4.46613189938042,0.000153512021494276,0.00486770751050314,0.884744877866439,NA,NA
"145","1558426_x_at",1.04852802101333,9.58876981577825,4.4657079777348,0.00015367955033746,0.00486804955652282,0.88370152825559,NA,NA
"248","1566079_at",2.28654957055894,6.7591422642522,4.46436735458831,0.000154210550194742,0.00486804955652282,0.880402050888359,NA,NA
"608","202926_at",-0.902987048050228,8.82007772540424,-4.46535933646331,0.000153817465937179,0.00486804955652282,0.88284346260845,"NBAS","NBAS subunit of NRZ tethering complex"
"1793","223650_s_at",-1.76151238017645,6.222408733206,-4.46469496805036,0.000154080618877453,0.00486804955652282,0.881208351202329,NA,NA
"1851","224851_at",1.75946693363855,6.75842903624541,4.4644700321602,0.000154169816570744,0.00486804955652282,0.880654753618876,NA,NA
"1892","225379_at",-1.08826274857432,9.8821162904354,-4.46483137114457,0.000154026553692809,0.00486804955652282,0.881544058551096,NA,NA
"2793","47550_at",1.45626343429802,8.48871128701588,4.46510486277848,0.000153918208645993,0.00486804955652282,0.882217162328692,"LZTS1","leucine zipper tumor suppressor 1"
"1984","226941_at",-1.00263005302351,8.61551009179319,-4.46387343756087,0.000154406644056864,0.00487142715742009,0.87918646299855,NA,NA
"2","1552275_s_at",2.3175633425046,6.72122286806298,4.4631751017041,0.000154684320393706,0.00487263002412496,0.877467792000112,NA,NA
"516","201964_at",-1.29540748718732,8.27854915494798,-4.46310523081798,0.000154712130258453,0.00487263002412496,0.8772958341121,"SETX","senataxin"
"707","204565_at",-1.82054209786522,7.28833283415235,-4.46333403496611,0.00015462108067878,0.00487263002412496,0.877858940266738,"ACOT13","acyl-CoA thioesterase 13"
"1416","215714_s_at",-2.65952707279844,6.71851247903499,-4.46263487239963,0.000154899471184195,0.00487572169660097,0.876138248892751,"SMARCA4","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4"
"1975","226749_at",-1.07895770675882,8.29912182513674,-4.46229251059619,0.00015503597411904,0.00487721052068959,0.875295677622774,NA,NA
